Cms Id,First Name,Last Name,Date Of Birth,Gender,Address,Service Involvement,Local Authority Organisation,Contact Name,Contact Role,Contact Phone,Contact Email,Date Current As Of,Coverage Start Date,Coverage End Date,Coverage Geographic Area,Date Of Most Recent Interaction,Start Date Of Last Involvement
5361533,Chloe,Brooks,2017-05-11,Other,"45 Edwards island
Lake Kylemouth
M34 1TY",Current,Lewisham Council,Callum Clarke,Social Worker,+44(0)1214960978,cclarke@lewisham.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-03-24,2019-04-08
3455781,Shane,Williams,2015-12-16,Male,"7 Vaughan meadow
West Alexfurt
IM3 6AR",Historic,Sutton Council,Dr Norman Atkinson,Social Worker,(0121) 496 0822,datkinson@sutton.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-03-21,2020-06-13
9610613,Gareth,Fry,2013-09-17,Male,"Studio 15
Jones parkway
Phillipsville
L7 8FW",Current,Camden Council,Patricia Armstrong,Social Worker,01134960430,parmstrong@camden.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-04-28,2021-01-13
3399843,Charlie,Smith,2013-12-30,Male,"537 Helen place
East Hannahberg
KT15 6NR",Historic,Lambeth Council,Dr Stephen Williams,Social Worker,01184960447,dwilliams@lambeth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-09-06,2019-02-07
2998807,Rebecca,Cook,2014-06-26,Female,"4 Morris isle
Robinsonbury
NP60 2QL",Current,Waltham Forest Council,Christine Roberts,Social Worker,+44(0)292018450,croberts@walthamforest.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-05-05,2021-01-01
4897525,Lynn,Campbell,2011-03-10,Female,"Flat 95Q
Joshua greens
Ryanstad
L7T 3YD",Historic,Barnet Council,Josephine Lawson,Social Worker,01164960309,jlawson@barnet.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-11-09,2018-09-02
4501919,Carol,Bennett,2008-02-18,Female,"Studio 3
Clark islands
Port Lindaville
M94 8SD",Current,Enfield Council,Gemma Cole,Social Worker,(0121) 496 0841,gcole@enfield.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-09-01,2020-10-23
6944239,Carol,Fletcher,2011-08-18,Female,"Flat 60w
Page pines
North Callum
S34 8DL",Historic,Lewisham Council,Barbara Mahmood,Social Worker,(0808) 1570783,bmahmood@lewisham.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-05-23,2019-12-01
1923028,Rebecca,Nicholls,2006-07-28,Female,"79 Collier walk
Wilsontown
M2F 6YH",Current,Redbridge Council,Kelly Armstrong-Roberts,Social Worker,+441414960366,karmstrong-roberts@redbridge.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-10-09,2018-08-07
2026657,Joanne,Webb,2013-10-03,Female,"Studio 99
Skinner gardens
West Jessica
AL9 6TH",Historic,Hounslow Council,Janice Wright,Social Worker,+44292018287,jwright@hounslow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-10-02,2021-07-22
9198643,Connor,Taylor,2011-02-21,Male,"Studio 3
Page wall
Leonardfurt
M0W 4LX",Current,Greenwich Council,Mr Donald Harding,Social Worker,(0131)4960615,mharding@greenwich.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-07-01,2021-08-10
6029278,Diane,Lucas,2007-09-19,Female,"Flat 0
Smith harbors
New Judith
G2W 8TZ",Current,Merton Council,Dr Emma Tomlinson,Social Worker,+44(0)141 4960274,dtomlinson@merton.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-02-23,2022-04-02
8284800,Megan,Turner,2010-05-21,Female,"5 Marilyn parks
Williamsfort
S5J 2ZG",Current,Hackney Council,Mr Josh Ali,Social Worker,(0161)4960558,mali@hackney.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-04-19,2020-05-28
3902887,Alan,Anderson,2012-01-25,Male,"6 Noble pines
Port Rebecca
HG86 5DA",Historic,Hounslow Council,Ms Sylvia Roberts,Social Worker,(0114) 496 0521,mroberts@hounslow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-05-30,2020-08-20
6063666,Hilary,Wood,2013-11-13,Female,"Studio 89K
Tina wells
Port Timothy
SN8Y 0YF",Current,Islington Council,Louise Dixon,Social Worker,+44(0)161 496 0543,ldixon@islington.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-12-23,2019-07-01
1424935,Neil,Ryan,2015-07-09,Male,"Flat 9
Clifford trace
West Kieranview
M9U 4YR",Current,Barnet Council,Mrs Diane Thomas,Social Worker,(0118) 4960445,mthomas@barnet.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-08-21,2021-01-05
2043180,Janice,Smith,2012-10-19,Female,"Studio 4
Alice corner
New Richard
W1 3DN",Current,Barnet Council,Jasmine Gibbons,Social Worker,(029) 2018037,jgibbons@barnet.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-12-04,2020-07-19
1237029,Gerald,Taylor,2010-01-02,Male,"Studio 34
Jane mountain
Jonathanport
BT4P 1EA",Historic,Hounslow Council,Rebecca Carroll,Social Worker,+441134960892,rcarroll@hounslow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-12-23,2022-03-30
5402035,Aimee,Parker,2015-02-18,Other,"Studio 05
Suzanne point
Adrianfurt
B7F 2EL",Historic,Merton Council,Brenda James,Social Worker,(0117)4960352,bjames@merton.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-12-10,2022-08-20
1467119,Tracy,Thompson,2017-09-16,Female,"Studio 9
Ian islands
Kevinburgh
TS9 2QU",Historic,Croydon Council,Dr Callum Myers,Social Worker,(0161) 4960563,dmyers@croydon.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-10-05,2019-04-19
7634348,Jasmine,Kelly,2009-06-13,Female,"Flat 13
Moore walks
Lake Paulinestad
TN0M 5GW",Historic,Haringey Council,Molly Jones,Social Worker,0115 496 0664,mjones@haringey.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-03-02,2022-01-21
1760383,Joanne,Humphreys,2006-11-09,Female,"Studio 9
Joyce shoal
East Nicola
LD6 0ZL",Historic,Waltham Forest Council,Mr Liam Bull,Social Worker,(0113) 496 0984,mbull@walthamforest.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-09-23,2021-03-15
8770939,Martin,Williams,2016-07-19,Male,"Studio 19O
Wilson spur
Dylanchester
W16 3WW",Current,Greenwich Council,Matthew Bell,Social Worker,(0117) 4960868,mbell@greenwich.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-07-16,2022-09-26
2404880,Holly,Sharp,2008-10-13,Female,"Studio 1
Connor cove
Morganview
WS94 8BX",Historic,Waltham Forest Council,Hilary Hall-Bird,Social Worker,01214960657,hhall-bird@walthamforest.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-07-10,2020-02-19
3647085,Graham,Harrison,2014-08-24,Male,"Flat 05i
Jackson lake
South Ryanmouth
W13 0NZ",Historic,Lewisham Council,Jasmine Willis-Clarke,Social Worker,0115 4960281,jwillis-clarke@lewisham.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-12-27,2020-09-04
6430723,Maurice,Evans,2011-08-24,Male,"675 Jane groves
South Stacey
TF4R 3HY",Current,Greenwich Council,Kathleen Jackson,Social Worker,+44114 496 0544,kjackson@greenwich.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-04-21,2019-01-08
4674040,Joe,Harris,2006-04-10,Male,"Studio 2
Stephens view
Lake Stacey
ST3P 5XF",Current,Havering Council,Joshua Fox,Social Worker,+44151 4960703,jfox@havering.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-03-07,2021-06-23
9323646,Michael,Watson,2016-08-23,Male,"Studio 47
Moran spurs
Lake Sheilaville
N41 6BT",Current,Haringey Council,Josephine Wood,Social Worker,+44191 4960831,jwood@haringey.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-08-04,2021-04-07
9195162,Karen,Hughes,2017-06-21,Female,"Flat 27q
O'Donnell ford
Taylortown
OX1 1BR",Historic,Tower Hamlets Council,Leanne Rees,Social Worker,+44(0)115 496 0595,lrees@towerhamlets.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-02-28,2019-08-10
5501457,Carl,Murphy,2007-08-20,Male,"34 Smith tunnel
East Damianshire
M7H 8SX",Current,Enfield Council,Jennifer Lewis,Social Worker,+44141 496 0940,jlewis@enfield.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-02-03,2021-09-20
7502821,Anna,Miller,2013-06-22,Female,"1 Coles rue
Crossborough
L35 7GT",Current,Camden Council,Damien Dean,Social Worker,0141 4960772,ddean@camden.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-08-21,2018-04-15
5491488,Rosemary,Evans,2007-07-07,Female,"Studio 2
Hall hollow
North Jean
L07 0QX",Historic,Havering Council,Clifford Parker,Social Worker,+4428 9018810,cparker@havering.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-12-19,2021-06-08
7838142,Harry,Birch,2014-03-21,Male,"Studio 6
Joseph burg
Georginafurt
G37 8BN",Current,Greenwich Council,Mrs Aimee Lowe,Social Worker,029 2018 0303,mlowe@greenwich.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-12-15,2020-12-17
5523620,Brenda,Gibson,2015-08-23,Female,"3 Mary overpass
Lesleytown
HA6 1ZA",Historic,Enfield Council,Abbie Kaur,Social Worker,(0161) 4960635,akaur@enfield.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-12-22,2019-12-10
7871062,Dennis,Payne,2011-06-24,Male,"824 Jasmine hollow
Boylefurt
N66 0WY",Historic,Bromley Council,Ms Janice Price,Social Worker,+44114 4960679,mprice@bromley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-03-12,2019-08-17
4849409,Hannah,McCarthy,2014-12-23,Female,"Studio 8
Stokes path
New Benjamin
N5 6HY",Historic,Sutton Council,Mr Gordon Rowe,Social Worker,+441632 960 435,mrowe@sutton.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-10-08,2021-10-31
8751412,Russell,Walsh,2014-03-22,Male,"Studio 35A
Ahmed square
Lake Linda
E1D 5SW",Current,Enfield Council,Michelle Brown,Social Worker,+44(0)1154960589,mbrown@enfield.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-09-22,2019-11-23
6928453,Jacob,Kelly,2015-12-28,Male,"Flat 5
Roberts circle
South Mollyton
SY3 7QE",Current,Camden Council,Jack Baxter,Social Worker,+44(0)1164960750,jbaxter@camden.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-09-13,2019-05-09
4553269,Rachael,Murphy,2017-08-15,Female,"3 Sarah burg
Laurenberg
W33 0TX",Historic,Camden Council,Charlotte White,Social Worker,0808 157 0992,cwhite@camden.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-03-06,2021-11-27
8005851,Mohamed,Roberts,2014-01-09,Male,"059 Lee square
Bryantburgh
E3 2JH",Historic,Newham Council,Linda Williamson,Social Worker,+44191 4960077,lwilliamson@newham.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-05-16,2018-01-05
7422272,Charlene,Francis,2008-09-25,Female,"98 Burke stravenue
North Reecetown
SW1 0YQ",Current,Merton Council,Dennis Fletcher,Social Worker,(029)2018775,dfletcher@merton.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-06-19,2021-04-18
3851280,Steven,Green,2008-12-05,Male,"481 George grove
Boltontown
GU9 0LB",Current,Lambeth Council,Gerald Middleton-Lawrence,Social Worker,+44(0)131 4960889,gmiddleton-lawrence@lambeth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-11-08,2018-06-10
1858102,Caroline,Moore,2009-11-19,Female,"7 Marcus plaza
Mauricefurt
G8 5LH",Historic,Camden Council,Ms Laura Gill,Social Worker,+4420 7496 0464,mgill@camden.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-12-20,2020-04-25
5787343,Angela,Holmes,2008-08-16,Female,"Flat 07E
Owens crescent
East Andrea
RG54 6PW",Historic,Westminster Council,Callum Morgan,Social Worker,(0121) 496 0072,cmorgan@westminster.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-01-28,2020-12-12
4693021,Olivia,Thomas,2017-12-07,Female,"Flat 67
Kelly crest
North Paigeshire
HS8 6LS",Current,Islington Council,Allan Edwards,Social Worker,(0118) 4960333,aedwards@islington.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-09-28,2021-07-08
8370104,Margaret,Griffiths,2017-12-05,Other,"366 Kathleen trail
Richardburgh
TW8 5AX",Historic,Sutton Council,Dr Natalie Richards,Social Worker,(0131) 496 0687,drichards@sutton.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-09-06,2019-03-19
3209294,Norman,Wallace,2010-09-27,Male,"572 Leanne forges
Amandatown
FK2 6TZ",Current,Camden Council,Mrs Kerry Graham,Social Worker,(020)74960535,mgraham@camden.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-03-19,2018-03-21
6546646,Linda,Phillips,2016-11-25,Female,"1 Kennedy path
Pamelaton
E67 8YJ",Historic,Newham Council,Harry Martin,Social Worker,(0151)4960739,hmartin@newham.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-07-07,2021-11-03
9755173,Suzanne,Kirk,2006-07-28,Female,"293 Vanessa flat
Ashleytown
DN4A 5PA",Historic,Newham Council,Charles Taylor-Pugh,Social Worker,+44(0)20 7496 0713,ctaylor-pugh@newham.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-07-22,2018-10-24
8366025,Ellie,Watson,2011-02-11,Female,"Flat 59d
Harvey rapids
North Gregoryville
M8 5NE",Current,Harrow Council,Melanie Turner-Morris,Social Worker,+44909 879 0690,mturner-morris@harrow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-11-29,2019-07-10
7488604,Derek,Wilson,2009-08-16,Male,"161 Christine terrace
Lowechester
NN2A 6EQ",Historic,Lewisham Council,Rosie Fletcher,Social Worker,+442074960428,rfletcher@lewisham.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-08-15,2020-05-29
9163393,Alice,Evans,2011-09-06,Female,"809 Barry views
Port Alisonside
L36 3YF",Historic,Westminster Council,Dr George Mitchell,Social Worker,(029) 2018916,dmitchell@westminster.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-01-14,2021-10-08
6338190,Timothy,Hussain,2012-06-14,Male,"Studio 88
Shaun plains
Lake Darren
SN4E 9YS",Current,Croydon Council,Samantha Mason,Social Worker,(0121)4960903,smason@croydon.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-06-24,2021-06-07
4959703,Jemma,Hodgson,2010-12-15,Female,"Studio 84Z
Paul inlet
Reeceburgh
E1C 3LE",Current,Barnet Council,Miss Jemma Heath,Social Worker,+441414960057,mheath@barnet.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-06-12,2018-05-25
4408566,Gareth,Carroll,2016-04-30,Male,"78 Alison plaza
Port Carolhaven
NP24 7GY",Current,Brent Council,Carly Hobbs,Social Worker,+44141 496 0832,chobbs@brent.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-06-09,2021-05-04
7072485,Jason,Brown,2009-07-31,Male,"092 Garner ways
Cookport
WV85 2PL",Historic,Camden Council,Kerry Henderson-Chambers,Social Worker,(020) 7496 0071,khenderson-chambers@camden.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-06-06,2020-12-14
5452205,Patricia,Cook,2010-06-03,Female,"Studio 8
Robinson vista
Frankland
ZE4 3TU",Historic,Tower Hamlets Council,Gail Webster,Social Worker,+44(0)1184960308,gwebster@towerhamlets.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-12-28,2022-04-27
6413014,Jenna,Walsh,2011-09-18,Female,"50 Collins walk
Harrisonside
S17 7DJ",Current,Southwark Council,Sally Lyons-Kerr,Social Worker,+4429 2018 0012,slyons-kerr@southwark.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-12-16,2019-08-26
4586087,Amanda,Metcalfe,2017-11-26,Female,"Flat 8
Kimberley burgs
Leanneport
W3T 2YU",Historic,Camden Council,Zoe Kelly,Social Worker,0161 4960495,zkelly@camden.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-04-11,2022-04-06
9185768,Sally,Holt,2015-10-28,Female,"60 Hodgson point
Carolbury
S15 6GB",Historic,Hillingdon Council,Zoe Haynes,Social Worker,01144960965,zhaynes@hillingdon.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-01-04,2019-12-05
1836007,Marcus,Kelly,2009-09-29,Male,"Flat 2
Lydia locks
Lake Mariatown
HU5 2DH",Not Specified,Wandsworth Council,Conor Simpson-Wilson,Social Worker,+44(0)808 157 0281,csimpson-wilson@wandsworth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-05-22,2020-09-29
8330522,Sara,Ahmed,2009-12-28,Female,"819 Jeffrey trace
West Waynemouth
S38 9YU",Current,Ealing Council,Jemma Bennett,Social Worker,0191 498 0466,jbennett@ealing.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-12-14,2021-11-20
4776388,Ryan,Townsend,2012-03-01,Male,"0 Natasha corner
Smithborough
B2C 2AD",Current,Islington Council,Alice Anderson,Social Worker,+44116 4960704,aanderson@islington.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-04-07,2021-08-15
4127248,Natalie,Higgins,2010-05-28,Female,"6 Natalie trail
East Brett
KW6 1PW",Current,Southwark Council,Dr Jonathan Townsend,Social Worker,0114 4960550,dtownsend@southwark.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-03-18,2021-01-25
7625611,Terry,Brown,2006-01-02,Male,"Studio 48I
Ryan creek
New Louise
B19 1WD",Historic,Lewisham Council,Fiona Robinson,Social Worker,01314960877,frobinson@lewisham.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-04-15,2019-11-26
4998397,Emma,Morgan,2007-11-30,Female,"Studio 7
Finch neck
Glennhaven
BB7A 9FH",Current,Bexley Council,Fiona Clarke,Social Worker,+4429 2018 0522,fclarke@bexley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-04-09,2018-08-08
2665143,Ricky,Jones,2015-10-02,Male,"Studio 42
Norman trail
Lake Judithside
B4 0AQ",Current,Haringey Council,Barry Richards,Social Worker,(029) 2018434,brichards@haringey.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-07-22,2021-07-23
6057837,Rachel,Hammond,2015-08-24,Female,"Flat 01
Arthur cliffs
North Jenniferside
W3F 1ET",Current,Lewisham Council,Christopher Ward-Williams,Social Worker,01514960363,cward-williams@lewisham.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-05-31,2020-09-16
5011954,Cameron,Knight,2015-07-02,Male,"43 Lucas lodge
New Sam
L06 8QD",Current,Waltham Forest Council,Chelsea Fisher-Collins,Social Worker,+441614960763,cfisher-collins@walthamforest.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-08-14,2021-03-18
1838952,Justin,Price,2010-03-12,Male,"Studio 86
Rachel fields
North Lee
B2F 2TD",Current,Westminster Council,Mitchell Rowe-O'Neill,Social Worker,+44(0)1184960898,mrowe-o'neill@westminster.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-09-18,2020-01-31
9129250,Sally,Lee,2016-11-19,Female,"Studio 76
Tom plaza
West Marianmouth
S8 1BR",Current,Camden Council,Marilyn Marshall,Social Worker,0116 4960231,mmarshall@camden.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-10-21,2021-04-05
4475594,Sandra,Kennedy,2014-12-31,Female,"093 Lawrence alley
North Eileenborough
W3E 8PA",Current,Hillingdon Council,Hayley Bird,Social Worker,0141 4960620,hbird@hillingdon.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-03-26,2021-09-28
5575621,Ellie,Kaur,2011-11-01,Female,"Flat 1
Brenda mount
New Abbie
CO5 2LS",Current,Merton Council,Dr Chloe Arnold,Social Worker,029 2018128,darnold@merton.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-05-07,2021-09-30
8636427,Elizabeth,Wood,2010-02-01,Female,"Flat 0
Hardy path
Lake Shaunton
B5G 4YZ",Current,Islington Council,Bryan Evans,Social Worker,+44(0)292018595,bevans@islington.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-01-09,2018-09-08
6847526,Deborah,Anderson,2010-12-22,Female,"Studio 97i
Eric shores
Chloebury
HG6 3PY",Current,Greenwich Council,Graham Smith-Potts,Social Worker,0151 4960351,gsmith-potts@greenwich.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-02-11,2019-10-08
7234134,Francis,Robinson,2015-05-19,Male,"Flat 8
Atkinson loop
Lake Marianland
ME6 3DN",Current,Camden Council,Kimberley Sharp,Social Worker,0115 4960578,ksharp@camden.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-10-15,2022-08-15
6748015,Georgia,Martin,2014-06-04,Female,"051 Phillips port
Smartmouth
CV8 9TP",Current,Tower Hamlets Council,Gerard Cole-Lowe,Social Worker,01164960852,gcole-lowe@towerhamlets.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-03-14,2019-04-20
6259169,Hollie,Cole,2012-01-16,Female,"7 Holmes inlet
New Sophiechester
LE42 2FT",Current,Harrow Council,James Jones,Social Worker,0141 4960714,jjones@harrow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-10-03,2020-09-22
2970583,Rita,Morgan,2008-09-21,Female,"557 Adrian mission
New Joeshire
M3 5QZ",Historic,Islington Council,Brian Pratt,Social Worker,0151 4960448,bpratt@islington.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-01-05,2019-01-08
3828208,Conor,Chambers,2007-07-17,Male,"769 Adrian wall
Lesleyfurt
B15 7BZ",Historic,Camden Council,Arthur Moore,Social Worker,0161 4960230,amoore@camden.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-07-12,2021-07-04
7150577,Mark,Hodgson,2010-04-29,Male,"488 Mills knoll
Wendyberg
MK7 8RT",Not Specified,Hounslow Council,Frederick Nash,Social Worker,0116 4960452,fnash@hounslow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-05-16,2022-07-02
6802408,Lydia,Wells,2011-09-26,Female,"683 Butler streets
Traceyshire
N71 4UL",Current,Lambeth Council,Howard Watson,Social Worker,0131 4960521,hwatson@lambeth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-04-14,2021-12-29
5335269,Jade,Green,2011-02-20,Female,"206 Oliver cove
Joannehaven
L3B 6YF",Current,Sutton Council,Judith Begum,Social Worker,(0116) 496 0530,jbegum@sutton.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-06-15,2022-02-09
9942305,Beverley,Parsons,2015-06-11,Female,"37 Wright points
Wyattview
HG1 3AP",Historic,Harrow Council,Joyce Warren-Jones,Social Worker,+44(0)191 4960844,jwarren-jones@harrow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-07-09,2020-05-18
1622506,Melanie,King,2016-02-22,Female,"Studio 4
Dunn land
East Pamela
E31 8LX",Current,Harrow Council,Graeme Porter,Social Worker,(0808) 157 0803,gporter@harrow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-03-06,2022-09-02
2871784,Melanie,Hill,2015-08-16,Female,"Flat 3
Hunt view
Gerardberg
OL1 3WE",Historic,Enfield Council,Hannah O'Connor,Social Worker,(029) 2018 0110,ho'connor@enfield.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-06-11,2019-03-17
6206238,Gerald,Jones,2007-11-17,Male,"6 Ashleigh key
New Linda
PH5W 4PW",Historic,Westminster Council,Catherine Griffiths,Social Worker,(0113) 496 0327,cgriffiths@westminster.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-03-10,2018-11-06
2240967,Karen,Taylor,2006-08-25,Female,"Studio 27n
Jackson parkways
Kingview
ZE6 2ZF",Current,Redbridge Council,Miss Teresa Lyons,Social Worker,+44(0)1144960095,mlyons@redbridge.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-08-11,2021-05-25
